#{"t_start": 1713986108.2881267, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1201.72199,1201,3.148009,0,1
-1233.062702,1201,7.261555,0,1
-1102.512386,1201,10.387614,0,1
-1125.69516,1201,14.49069,0,1
-1340.824546,1201,17.60975,0,1
-1214.688871,1201,21.734409,0,1
-1238.062798,1201,25.851608,0,1
-1351.628865,1201,28.958655,0,1
-839.204267,1201,33.070664,0,1
-530.50365,1201,36.190708,2,1
-232.125526,1201,40.308793,3,2
91.80947,1201,44.434377,5,1
415.401135,1201,47.54092,10,1
468.044088,1201,51.637506,9,1
374.518554,1201,54.747577,11,1
629.220004,2392,65.291796,18,1
339.039113,1201,69.348855,11,2
157.352918,1201,73.472938,9,1
522.72894,1201,76.583017,14,1
653.552696,1201,80.676278,17,1
704.523279,1201,83.779305,18,1
766.997175,1201,87.877331,17,1
761.202143,1201,91.991367,18,2
716.183927,1201,95.098886,18,2
755.778139,1201,99.212941,19,1
913.174539,1201,102.326463,21,1
812.730453,1201,106.456576,18,2
877.14359,1201,110.54861,20,2
976.531068,1201,113.682638,22,1
1004.969016,1201,117.823636,25,1
1055.425921,1201,120.939653,28,1
960.230055,1201,125.055681,28,2
1024.450526,1201,128.167223,28,1
1053.390288,1201,132.282442,29,1
1045.293522,1201,136.386468,32,1
958.70118,1201,139.489525,31,2
2864.129008,3251,157.94091,72,1
18341.593201,19526,684.018589,426,2
22721.473415,22795,1397.292439,733,5
12058.323359,11892,1598.714188,558,3
10489.622276,10110,1745.768739,554,3
12411.398922,11923,1947.774742,709,8
15596.852106,14832,2255.633835,1000,20
14716.370831,13852,2525.689164,1000,26
9341.002813,8764,2637.357415,718,16
7702.250004,7560,2722.086631,619,13
6337.035353,5944,2775.874967,533,9
11619.333177,11088,2951.112611,942,32
6518.012547,6100,3007.528395,556,9
9557.236039,9087,3127.852066,776,25
5031.881792,4768,3163.336804,437,3
7259.039835,6747,3231.282396,652,10
6221.803716,5804,3283.224651,558,6
6913.948452,6420,3345.218313,634,12
5648.602052,5255,3388.480745,532,9
5032.541125,4669,3422.599923,503,7
4203.528771,3955,3448.197409,417,7
5393.528092,5023,3488.090473,551,11
5302.172191,4898,3525.27958,543,6
4538.897278,4346,3555.45504,474,14
4850.968112,4480,3587.264311,509,14
5663.223941,5216,3629.88504,586,15
6031.082534,5560,3677.698195,608,19
5539.78604,5110,3717.8899,567,6
4458.681098,4133,3745.547757,464,7
4728.785508,4360,3775.840244,506,2
5728.123642,5264,3819.164474,601,14
4027.267824,3730,3842.30172,435,6
4854.084841,4626,3875.993968,514,16
4885.273946,4515,3908.139714,510,10
4628.28058,5711,3958.210529,509,17
5682.064089,5568,4006.30709,599,16
5788.065362,5458,4051.464042,583,14
5306.379799,4952,4090.46283,494,21
6456.181317,6016,4145.536251,637,21
6316.072245,5811,4196.259971,644,18
5531.565966,5189,4238.536726,564,10
6455.236942,6017,4293.721073,629,16
4710.768526,4433,4324.814442,475,15
5406.665788,4978,4363.084038,568,7
3227.210756,3290,4381.916151,370,10
3847.403607,3560,4403.301815,427,8
3439.31844,3181,4420.057824,398,7
3236.043027,3000,4436.296199,376,11
2931.009071,2727,4449.282175,344,7
3580.787868,3449,4469.594424,410,9
3892.231352,3583,4491.307673,447,4
3996.549311,3724,4513.390063,458,17
3121.767915,2903,4528.759452,356,11
3286.956511,3127,4545.056264,370,8
4361.712514,4008,4571.276021,492,14
4002.283633,3680,4593.879893,460,12
5142.22638,4719,4628.67455,561,18
3288.35362,3045,4645.253695,381,13
2384.413583,2244,4654.761631,279,7
3920.60975,3603,4676.606984,455,11
5659.641828,5168,4717.512921,629,22
3295.179171,3057,4734.212282,375,8
4427.230002,4059,4760.939295,506,15
4393.910929,4023,4787.333132,508,12
6117.484189,5586,4834.432927,669,21
3718.708157,3430,4854.552758,426,9
2947.463592,2731,4867.528029,355,2
1992.032733,1998,4875.493111,133,2
4268.437445,3904,4900.44857,502,16
4303.841158,3945,4925.864789,496,6
5143.561384,4704,4961.46887,577,11
4113.658651,3789,4984.308629,463,6
2819.531377,2789,4998.747019,168,1
4208.531514,3856,5023.295321,491,10
3547.509015,3331,5041.467098,354,9
2914.932591,3868,5066.068346,188,4
2621.682457,3983,5092.093462,180,1
2764.035057,3751,5115.450102,151,7
4925.948206,4508,5147.443716,557,14
5156.401352,4733,5182.379063,562,10
4309.67243,3962,5207.998553,486,10
4122.795653,3788,5231.710483,475,6
3029.563716,2809,5246.314881,360,5
4114.042092,4024,5272.725434,227,8
4096.977704,3763,5295.326123,471,3
1491.673427,1524,5300.767207,105,0
3068.111313,2851,5315.754497,356,5
2053.534487,2053,5324.05361,137,1
1413.081098,2408,5334.664694,92,0
3122.737073,3992,5360.793709,173,1
2584.262396,3628,5381.914675,161,3
87.059377,205,5383.527704,18,0
5231.839182,6083,5438.769324,251,15
3529.070263,3265,5457.312631,401,10
2396.277969,2375,5467.6915,159,1
3959.69138,3631,5489.806268,466,12
4273.195882,3933,5515.186586,478,9
1966.610556,1969,5522.976212,134,0
2691.520672,3908,5548.08159,166,2
2410.580088,3155,5564.641393,152,3
691.261733,1874,5571.958099,71,0
2378.081985,2357,5582.205243,157,1
3773.57605,3688,5604.971849,222,1
3819.863892,4977,5644.231865,218,0
1287.912041,2740,5657.314993,115,6
2160.126117,2844,5671.224607,123,2
2300.254271,3597,5693.049188,159,3
2271.797398,2263,5702.709302,145,0
1188.15824,1365,5707.470357,93,1
2084.095945,3040,5723.044696,150,0
2672.113005,3768,5746.59887,144,4
2468.351586,2449,5757.523107,157,0
2482.123424,3716,5780.588072,138,10
2314.5914,3494,5801.385465,166,3
1300.852575,1351,5806.114168,86,0
1978.465333,3242,5823.47236,140,2
2308.183481,2620,5835.60164,114,14
2636.323207,3194,5853.538918,153,2
4290.398874,5021,5892.556745,228,5
2108.829795,3067,5909.38896,151,1
3033.98358,4171,5937.421909,168,3
3280.264098,4389,5968.111871,188,4
3631.817591,3652,5990.44591,211,4
2220.710255,2218,5999.888821,139,1
3364.673925,3310,6018.924284,192,4
2215.238742,2198,6028.117903,155,0
2664.088962,3543,6048.381284,165,4
3274.113398,4382,6079.95085,204,5
3292.217193,3998,6106.035747,179,2
1637.829638,1657,6111.154319,118,0
1780.387927,1808,6118.062989,109,2
2591.08266,2590,6129.948725,137,6
1565.204405,1703,6136.333788,101,1
4386.57756,4290,6165.764292,233,7
1673.419375,2931,6181.352139,117,1
3166.691156,3108,6197.471443,196,1
3052.506721,4524,6230.809038,153,8
2567.260603,2534,6242.329232,171,1
2017.492536,3120,6258.628485,147,5
2916.215094,3879,6283.344458,190,4
4367.822675,4280,6312.786592,224,8
1463.052081,1494,6318.130197,105,0
4183.874067,4084,6345.199569,237,11
2141.258003,2137,6354.000165,142,0
2858.638173,2931,6369.610851,165,1
2272.27497,3073,6385.433639,126,16
1059.883738,1122,6389.249181,75,0
3222.983219,3157,6405.81838,202,0
4576.204998,4501,6437.827908,223,14
3624.09103,3554,6459.122499,208,5
1568.241782,2838,6472.979678,114,2
3451.508003,4567,6507.240647,186,6
2689.498073,2653,6519.645726,173,1
4918.58503,5139,6560.21825,214,17
3635.287542,3588,6581.950451,184,3
2007.325418,2025,6590.052706,119,0
3176.964253,3131,6607.513744,182,0
3028.846547,2987,6622.665475,178,2
2777.540358,3740,6645.893583,170,3
1329.0802,2655,6658.2637,95,12
2465.543041,2459,6670.210858,143,3
2538.226635,2763,6683.498086,141,2
2979.304463,3637,6705.692809,167,18
3206.071448,4338,6735.72032,199,3
2821.760717,2793,6749.211418,165,1
4275.913761,4328,6779.341248,220,10
1457.603253,2576,6791.17547,103,3
3998.448742,4046,6817.827657,217,7
5186.683647,5052,6858.123314,272,3
4545.46441,4438,6889.33177,244,3
2194.85025,2453,6900.237918,119,0
3293.974395,3435,6920.509859,181,2
3646.46643,3570,6942.040639,213,2
1808.609501,2988,6957.169372,143,2
1947.685128,3185,6975.045739,141,1
2350.806511,3438,6994.275595,135,13
2165.655942,3169,7011.986314,135,20
3883.091391,5075,7051.665513,217,5
4923.802751,4796,7088.539482,264,1
1655.4971,1678,7094.736587,114,1
3277.29759,4411,7125.595146,196,2
5773.000641,5310,7168.535072,600,17
4457.521071,4124,7196.047552,471,5
4537.267009,4196,7224.482646,480,4
4993.560266,4648,7259.318384,483,6
5180.923437,4793,7295.090132,525,5
3741.345937,3478,7315.755528,401,1
4504.831732,4313,7345.490025,474,10
3965.397115,3681,7368.114152,422,11
4708.00908,4366,7398.488214,479,4
5731.28908,5300,7441.399445,569,6
2486.001135,3631,7463.511775,144,3
2849.013201,2924,7479.100015,170,2
3251.508599,3045,7494.717302,344,2
4684.460523,4353,7525.029607,469,7
6583.296957,6351,7585.720146,656,19
5477.321071,5063,7626.174917,552,10
7054.217753,6515,7689.818608,677,8
4000.638071,3725,7712.962357,413,8
5531.334403,5176,7754.079632,542,12
5575.611114,5163,7795.947743,550,12
1806.830411,1939,7803.585368,119,0
2678.327149,2613,7815.668571,273,5
5608.099623,5185,7857.868847,561,14
8764.553814,8080,7952.750716,824,24
3529.155814,3489,7973.49437,178,7
2737.169987,2585,7985.361704,290,5
2627.303809,2712,7999.226042,157,1
2237.12951,3467,8018.780373,159,2
3760.019359,4864,8056.561183,217,2
4615.997234,5791,8107.907986,258,4
1046.637311,2189,8117.007024,89,1
1648.638389,2799,8130.567818,120,16
2565.209947,3408,8150.557157,149,0
2139.43081,3160,8167.160394,152,0
2654.872649,2620,8180.329639,171,0
1843.211855,2094,8188.905271,133,0
3046.505399,4009,8215.058968,169,5
3069.295786,3936,8239.391815,164,1
2773.315609,3750,8262.772207,167,3
2471.264304,3246,8281.136399,148,18
844.052124,2252,8290.67702,74,2
2076.689957,3296,8309.488253,135,0
1520.102416,1547,8314.055816,109,1
3261.607911,4275,8343.326334,205,7
1635.519221,2592,8356.265903,112,8
2258.326178,2782,8369.668996,130,6
3094.226321,4350,8399.819921,173,8
1983.721801,3199,8417.829863,114,2
1173.665298,2232,8427.262018,91,3
